OnXrpID,Issuer,Taxon,Name,Description,ImageUrl,BannerUrl,DiscordLink,TwitterLink,InstagramLink,FloorPrice,DailyVolume,WeeklyVolume,MonthlyVolume,TotalVolume,NftsCount
10758,rwhALEr1jdhuxKqoTno8cyGXw9yLSsqC6A,3,OCW Fin Cards,Customise Digitise Equalise. Show people who you are with an OnChain Whale.,https://nftimg.onxrp.com/1678843745025icon.png,https://nftimg.onxrp.com/1678843728002artboard-1@2x.png,https://discord.gg/YKSPrS7hvY,https://twitter.com/onchainwhales,,40,0,0,0,278.75,8329
3470423,rock3cecP152pHeZxPtJYRKi3ssrzx59d,113518142,xRock Exclusive Collection,xRock Exclusive Collection containing one of a kind collaborate art pieces for auction. ,https://nftimg.onxrp.com/1672511034436photo_2022-12-31_13-18-18.jpg,https://nftimg.onxrp.com/1672510978907photo_2022-12-31_13-20-00.jpg,,,,0,0,0,0,275,1
26505,rwmAfuk32T7VeAqVMHXN5U5DM74R5APcEx,26505,Transhuman,Default collection of rwmAfuk32T7VeAqVMHXN5U5DM74R5APcEx,https://nftimg.onxrp.com/16695729274811669350822063.jpg,https://nftimg.onxrp.com/16695728064561669170184007.jpg,,,,0,0,0,0,273.626,6
22541945,rPZQp3n2FjcuPFPJeY64zUwwNKmJPHMA5C,22541945,FrenchiePunx,"You've all seen that lovable, big-eared bulldog that don't say much and just sit around looking wise. They will eat, if you give them the right food, but otherwise, they just sit there. You're not going to go out and throw a frisbee for them to catch in some mid-air amazing leap.

But, if you let them eat honey, the party starts. They go out and rule the world. Just don't let them eat too much chocolate or they'll turn into hideous zombies!",https://nftimg.onxrp.com/1674252657518onxrp-profile.png,https://nftimg.onxrp.com/1674252437681onxrp-banner.png,,,,200,0,0,0,261.5,111
1637,rN4ssj1UBMooLuUxLt3nSBB8huS1fFB4JE,23,Snwoman GiftBox MIX1Space,Snwoman YClub Mint ,https://nftimg.onxrp.com/166879892540830.png,https://nftimg.onxrp.com/1668798856855snwoman-banner1.1.jpg,,,,30,0,0,0,261.00014,415
1377,ri3yZUB2pABPwMBiQgp2boAXepPgeTZMn,1377,The MagicYerbaMates ,A collection of magic Yerba mates from around the world.,https://nftimg.onxrp.com/1667388244286bf5891bc-0f88-4057-a0ee-bc3b16e9055a.jpeg,https://nftimg.onxrp.com/1668897147418461d92e0-292c-490c-9e9f-2bf59f61cbff.png,,MagicYerbaMates ,https://instagram.com/the_magicmate_company?igshid=YmMyMTA2M2Y=,0,0,0,0,257,25
44324896,rPPKPDpxWG22heEW9tzZg4WxqHWc6CfbqQ,5584,hOOters,"Welcome to Club OOtopia, a derivative NFT project built on the XRPL. Holding a minimum of 5 hOOter NFTs guarantees your entry into all of our 1000 XRP giveaways. All creator royalties goes back into our community prize pot along with  all funds created from our 1:1 custom auctioned discord NFTs. XRP staking for holders",https://nftimg.onxrp.com/1677669903917203.png,https://nftimg.onxrp.com/1677670618138dfghfghfhdghfgh.png,,@ClubOOtopia,,55,0,0,0,257,4976
33325,rKiNWUkVsq1rb9sWForfshDSEQDSUncwEu,402,xTapes,"xTapes - Generative collection of cassette tapes, pixel art by BigCjat",https://nftimg.onxrp.com/1670274228407screen-shot-2022-12-05-at-12.52.20-pm.png,https://nftimg.onxrp.com/1670274116262screen-shot-2022-12-05-at-12.53.47-pm.png,,,,4,0,0,0,255.6,1328
2628,rH1uexSPfU3nANvvAzWYXfxiJRZVGG49os,96,ChilledXchimps,ChilledXchimps,https://nftimg.onxrp.com/1689607034448received_6317578288291959.jpeg,https://nftimg.onxrp.com/1689607022221451.png,https://discord.gg/8y6Sr9WpMz,https://twitter.com/chimps_xrpl?t=RtuW3YHc63hAdfRcxm-ZTQ&s=09,,10,0,0,20,253.0001,2124
27468,rGAME3VNR2gvbwwavVNHBcTCQyBiFmgjTt,1620153000,Genesis SuperEagles,"This is the genesis collection of 1000 SuperEagle NFTs. Nest, breed, and earn in our unique breeding/staking platform.



https://xls20.supereaglecoin.co/login",https://nftimg.onxrp.com/1672324831673seccoin_logo_joined.gif,https://nftimg.onxrp.com/16723265226141500x500.jpg,https://discord.gg/mDyWqW8Qjd,https://twitter.com/SuperEagleCoin,,500,0,0,0,250,1000
59125701,rJZ3ibkuR1wwR7VbF74JpoyQ64fyLFTRAZ,59125701,Louise’s Mind ,Art painted by my Daughter at 12 years old just before she passed away from brain cancer. I’m selling this NFT ART for her and my family. Please help support my endeavours ,https://nftimg.onxrp.com/1678358169557af6363ea-c73c-489b-919b-dc45ae3210de.jpeg,https://nftimg.onxrp.com/1678442927019e02e9b41-7434-4b26-84a4-feb8e39b0cee.jpeg,Hibbo#5863,@AussieXRP5,@auvetreacts,0,0,0,0,250,1
51841941,rGzUw9tjak1ngcrVnJpnNp2U4Sn2j2ipB2,51841941,Punk Painting,CryptoPunks Painting is a non-fungible token (NFT) collection on the XRP blockchain.,https://nftimg.onxrp.com/1677446928575039.gif,https://nftimg.onxrp.com/1677446866137sketchypunks222.jpg,,,,17,0,0,0,245,20
98946,rB62LJgEZTxzq2LjAoRw3ZvggQK68TFZYw,98946,doodlesape,"The 5,000 Apes adopted from the art of Doodles have come from fantasy to occupy the world of the metaverse.",https://nftimg.onxrp.com/1673657614436profile.gif,https://nftimg.onxrp.com/1672142960335banner.png,https://discord.gg/4anHjTE4,https://twitter.com/anti_doodlesape,,20,0,0,20,240,100
122,rpXQJ6d96KniqBkXGDGAXDdneK1thsiyUm,17,OG (Original Goblins),xGoblin,https://bafybeicogo5iiwdqxcgbc3bl56off6g7d4anxvknwrv4njtrvqit2p5p2i.ipfs.w3s.link/1667170935504.jpg,,,,,3,0,0,0,236.00007,994
56533,rN1BNmL8WcpeZRnnHrPvcd3rhJLCFkB5DC,56533,Pixel Bored Ape Club,"Pixel Bored Ape  Club getting ready to take over xrpl and share biggest prize of 10 k xrp  Bored Ape X Club, is a collection of 10,000 non-fungible tokens (NFTs) on the xrpl.These NFTs will give back all royalties back to holders",https://nftimg.onxrp.com/1671963641680backgrounderaser_20221224_214744457.jpg,https://nftimg.onxrp.com/1671963707905photostudio_1671919666484.png,https://discord.gg/YeaqNmrv6P,,,0,0,0,0,235.7,32
13618484,rnxZRf2oc5tCWJUmGt4DCFhDBDFCRS8gPq,13618484,VX001 Loot Crates ,"VerseX 001 Crates will give early VerseX users access to exclusive items. You can use these special crates to enhance the appearance of your character with items ranging from common to legendary.

Players are given the ability to advance more quickly in the game in order to speed up the levelling up process. Additionally, players can receive special stat increases and exclusive outfits that cannot be obtained through normal gameplay.",https://nftimg.onxrp.com/1673457434825ypji2ecn_400x400.png,https://nftimg.onxrp.com/1673457331398epic.png,https://discord.com/invite/VerseX,https://twitter.com/VerseXVR,https://www.instagram.com/versexvr/,500,0,0,0,234.2857,11649
41285,rpBNtPPB3XGrGeZL3hvDq4Y6nzZZE88vcC,2,GoldApes_Rockstar,"A collection of unique, cool RGB NFT theme, ready to leave a mark in the NFT space The exclusive collection from The GoldApes Club 589 & it is not affiliated with Bored Ape Yacht Club or YugaLabs, we provide our own unique RGB apes and traits on the XRPL.",https://nftimg.onxrp.com/16707147375591.gif,https://nftimg.onxrp.com/1670714760856cover.gif,,https://twitter.com/IMinvincibleXRP,,25,0,0,0,233,50
33027,rhPqZqVb5RGMKe7Xsgo7b9uqqvabEuDJut,33027,White Skullz,Unique collection of 1000 NFTS,https://nftimg.onxrp.com/16701830491463-%284%29.jpg,https://nftimg.onxrp.com/16701830534252-%287%29.jpg,,,,0,0,0,0,230,46
7768,rPF3etxLtu63hMs1YtCCZGwb4AsbV41jsB,1,Bjj Monkeys ,,https://nftimg.onxrp.com/1667749197204cfc825a5-a655-4195-9214-9e1128fc0228.png,https://nftimg.onxrp.com/1667850019971f057322e-1166-413c-b023-4a5c983b315a.jpeg,,,https://instagram.com/bjj_monkeys?igshid=YmMyMTA2M2Y=,200,0,0,0,230,18
7950,rpCgHmLBZzoqN3X2sBAx7Z4P1LYK7yozUH,7950,ss,Collection 7950 of Bored Ducks,https://nftimg.onxrp.com/1667809383188untitled.jpg,https://nftimg.onxrp.com/1667809386989untitled.jpg,soon,soon,soon,0,0,0,0,225,3
12649512,rateVQhhYhxDFs5xzasBhjus36KdRrHqAW,12649512,NOWHERE SOULS | どこにもない魂,"GENESIS COLLECTION

A collection of 1/1 characters hand drawn by @MONKEEMOTO (the co-creator of MONKEE MONKEE )

A new soul is drawn and minted each day for the duration of 100 days.

Each Soul will be up for offer at 222 XRP each.

This collection is solely an art project.",https://nftimg.onxrp.com/16733818483195-copy-4.png,https://nftimg.onxrp.com/1673381829423nowhere-souls-banner-onxrp.png,,https://twitter.com/MONKEEMOTO,https://www.instagram.com/monkeemoto/,222,0,0,0,222,24
50476715,rJDbbrHXLbU86VbxknbiRzgD3UXuah7yYj,50476715,Money Minded Apes - Dom Apegnon,"A champagne designed to elevate your Money Minded Apes NFT collection. With just one sip of this special elixir, your apes can undergo a remarkable metamorphosis, unlocking new and unique traits.",https://nftimg.onxrp.com/1677267253857dom-apegnon-bottle.jpg,https://nftimg.onxrp.com/1677267007287dom-apegnon-banner-final.jpg,https://discord.gg/cYe6qzkBap,https://twitter.com/moneymindedapes,,12,0,37,80.4,210.4,1220
69592370,rJQExL84wtYBgjiiedZeozVB6Jfqkqpfxi,69592370,Test,Test,https://nftimg.onxrp.com/1679606903756img_4370.jpg,https://nftimg.onxrp.com/1679606913717img_4370.jpg,,,,2,0,0,0,208,8
8758,rHt6KEZS2JkcZktzeogcWz4ziQkqgXR7jV,148,RoninWarrior,"RoninWarrior Ape - Collection For Second edition which will not disappear after purchase.

First collection was disappear and unable to continue to list, so we will wait for fix from onXRP",https://nftimg.onxrp.com/1680244041995logo.gif,https://nftimg.onxrp.com/1680244014344banner.jpg,,https://twitter.com/ochong1,https://www.instagram.com/fun_nygif/,5,0,0,0,201,12
19493,rKg2qKkmV6uMnHEUB5GWaoncJsYGsM81y,19493,The Divine Feminine,"The Divine Feminine is a collection of 100 NFTs on the XRPL blockchain. The collection is a mixed media art collection created using a variation of AI technology and traditional digital media tools. Created in the style of a PFP collection, each piece is unique. The Divine Feminine refers to an energy that is within us all and encompasses a range of qualities and characteristics such as intuition, nurturing, compassion, creativity & forgiveness.
",https://nftimg.onxrp.com/167734279048000081388038887a1c8e2b7566db5b9527ee1f82c57cce28cf7bfb39400000016-276ef5e7092bd.png,https://nftimg.onxrp.com/1678198397217the-divine-feminine-(16).png,https://discord.gg/HJvhqZy36N,https://twitter.com/MrZerpXRP,,200,0,0,0,200,100
53866446,rPGcg9wAvG1HzDkn3Ku2okvVApQ1R2uq9s,53866446,The Braided Rivers,"The Braided rivers of Waitaki, in the South Island of New Zealand, are renowned for their beauty and bio-diversity.

We have created 8 artworks and are minting 10 of each.

Be sure to check out a zoomable version at full size at https://nft.art-deco.store/

More beautiful Art-Deco artist-inspired works will be available soon!",https://nftimg.onxrp.com/1677706364228the-braided-rivers-_8-copy.png,https://nftimg.onxrp.com/1677706199514banner1.jpg,,https://twitter.com/Art_Deco_Store,,200,0,0,0,200,80
43081,r4s3ZPa3uZ9nGDVaftcb3SXkDWfemnqmoh,361,XTortoise,XTortoise,https://bafybeigpcnl2o3u6tk76umhedgvchhxcwsamtmlfel4dekzng6hyj7n2ja.ipfs.w3s.link/1670207804026.png,,,,,200,0,0,0,200,334
47,rLVCE5hwP9H46qN4sD2w6rw7AQkZLddfs4,47,MoonBoiiis,"589 MoonBoiii Collectibles
Filled with pop culture, memes and XRP riddles!

NO ATTRIBUTES - JUST PURE COLORFUL ART

1  NFT in this collection = 1 entry in giveaways.",https://nftimg.onxrp.com/1663081892893sample.jpg,https://nftimg.onxrp.com/1663081498099banner.jpg,https://discord.com/invite/sm3eeFTn6Y,https://twitter.com/MoonBoiii_XRP,,10,0,0,10,193.15,600
8707,rHjYxTC9Ep6SQgBKLubU3KZJtVNtTMqNts,140,Detective Tiger TBBOB,TBBOB,https://bafybeiekxaoi5umuyomj2clnohgy4fhadt5dsj47y5lo6q6yxh7j5fmvta.ipfs.w3s.link/1667751848426.png,,,,,1.5,0,0,5,193.0006,2835
40633,rMsZProT3MjyCHP6FD9tk4A2WrwDMc6cbE,8008,XFLOKI COMMUNITY,A collection of finely minted XFLOKI COMMUNITY NFT from our very own XFLOKIGEN on the XRP ledger!,https://nftimg.onxrp.com/1670568873313tobyverse.png,https://nftimg.onxrp.com/1670568965052tobyverse.png,,https://twitter.com/XFLOKICOIN,,10,0,0,0,191.5,735
52310,rDtkvNYbeChDKttv1UwNNYx37QkakSoVpa,52310,XGames,"Be a part off this cool Xgames  NFT community!
The maximum will be 100 pieces.",https://nftimg.onxrp.com/16711076519571671042293488logo.png,https://nftimg.onxrp.com/16711081120441671042293488logo.png,,,,5,0,0,10,188.5,23
35460381,rsvL3vM5vWQnL5DERuHVpeWAe6B4dWmxN4,5527,Moon Lambos,MoonLambo collectibles from Club X,https://nftimg.onxrp.com/1687206792616lsmbo.png,https://nftimg.onxrp.com/1687206813603lamboheader.jpg,,,,10,0,0,0,182,473
64172872,rhER443UcVHLmDB3QcqsyJ3HrM1BZcN7Aw,64172872,LEST WE FORGET ,"100 soldiers in memory of the great war, Let's remember them on the xrpl so we never forget what our forefathers endured...our future is due to what they gave their lives for.",https://nftimg.onxrp.com/1678968282385image.png,https://nftimg.onxrp.com/1678968287949banner.png,,https://twitter.com/XRPL_DEMON,,5,0,0,0,180,100
56551,raKa3gQXabwyrCmA683Nem8TvbqUyEyHYV,1,Lora NFT Collection,"Lora is HMN first NFT Collection illustrating cyborg images minted and living on XRP Ledger. Each feature of the image has several different options. Backgrounds, clothes, glasses, masks, hair style, hats (helmet), and weapon sets are different. Those are all interchangeable posing a unique Lora in an NFT.",https://nftimg.onxrp.com/1672591286556xrpcafepfp.jpeg,https://nftimg.onxrp.com/1678144404334banner1.jpeg,https://discord.com/invite/ztEXH4ZdaE,https://twitter.com/HMN_XRPL,,9.44,0,0,0,180,2498
24267824,r4gVnViayjqfLhVm6z95WK55wt3Nnc6Vi8,602,cPunks w00t!,"cPunks are the anti Punks of the XRPL
w00t!",https://nftimg.onxrp.com/1679399655525crusty-1.png,https://nftimg.onxrp.com/1679399670590picsart_23-01-20_13-15-26-999.jpg,https://discord.gg/BweXHgqdGV,https://twitter.com/cPunksXRP,,57,0,0,0,178,564
61783005,rKVzL4d4s2KspDEQuPUzgknUjoF8pk7b3V,61783005,The dog collection,"This collection is an NFT related to dogs and made works using various kinds of dogs.
Own your own cute dog as NFT",https://nftimg.onxrp.com/1678681416157bulldog-light.png,https://nftimg.onxrp.com/1678682090751bull.png,,,,2,0,0,0,177,78
33658,rpBNtPPB3XGrGeZL3hvDq4Y6nzZZE88vcC,1,GoldApesClub_3D589,"A collection of unique, cool RGB NFT theme, ready to leave a mark in the NFT space The exclusive collection from The GoldApes Club 589 & it is not affiliated with Bored Ape Yacht Club or YugaLabs, we provide our own unique RGB apes and traits on the XRPL.",https://nftimg.onxrp.com/167546456112514.gif,https://nftimg.onxrp.com/167546439963901.gif,,https://twitter.com/IMinvincibleXRP,,10,0,0,0,177,63
1097,rKui3vDyGjEwPeshW8VmS2D4F7HnhiWde5,1097,Abstract Terrains ,"Abstract Terrains are unique images curated by the artist and created with artificial intelligence.



All images are unique 1/1 editions

",https://nftimg.onxrp.com/1667359063132logoabstractlandscapes.gif,https://nftimg.onxrp.com/1667765767555ikal-a.i.-paints-color-24.jpg,,https://twitter.com/laki_ikal,https://www.instagram.com/ikal_laki/,5000,0,0,0,175,35
90610162,rMi6j5bcSiX8vasM5VE8TdNE4kHzoKHBBC,90610162,Cute Girls,"Cute Girls, A collection of beautiful anime girls.",https://nftimg.onxrp.com/1685802569031funnygif_well_detailed_and_stylish_street_night_grafiti_backgro_07e4f1d3-2ed4-46b6-894b-0d8e07d0c126.png,https://nftimg.onxrp.com/168612723468266.png,,https://twitter.com/Kawaiidolly9,,1,0,0,2,166.03,201
10333,rhJMLhwEsPPyGhiv9a1AGrdPJy8ymYVPRw,10333,SunCollection,Collection 10333 of MetaSvit,https://nftimg.onxrp.com/1667900600104ph.jpg,https://nftimg.onxrp.com/1667900605885sun4.jpeg,,,,1000,0,0,0,162.14,23
5279,rPLgcsUGFysgff9BBJvfwcW85fhZ1xboCw,5279,Messed up Freestylers sorry. ,I will make a new wallet soon and start from zero.  This collection can't be fixed. To much items are messed up. I am sorry.  onxrp got no clue also.  pls message me on twitter for more info. TY,https://nftimg.onxrp.com/16715054920138.jpeg,https://nftimg.onxrp.com/167150567968948.jpg,,https://twitter.com/schuilnaamfy666,,0,0,0,0,160,4
81552520,rQztVDFtYH7uEdbFyDKubocDqvb9H2Zat,2,HappyCats Ultra,A small collection of the rarest of HappyCats. These unique 1 of 1's break the bounds of the normal HappyCats to become the HappyCats Ultras! The collection will grow as more Ultras are discovered,https://nftimg.onxrp.com/1680951607177collection-pfp-ultra.png,https://nftimg.onxrp.com/1680951774063twitter-banner-ultra.png,https://discord.gg/tFZktSBV,https://twitter.com/TheHappyCatsNFT,,0,0,0,0,160,1
33580977,rJMBXARKGNGTP5428VdksLLEbPYP5dxn9d,33580977,Patriettes,"The PATRIETTES DAUGHTERS OF THE AMERICAN DREAM NFT collection is a special collection that has been gifted to the holders of the White Hat Center NFT collection. This collection is a celebration of the American Dream and the strong women who embody it. Each NFT features a unique Patriette, a representation of the strength and spirit of American women. ",https://nftimg.onxrp.com/1676065428863150.png,https://nftimg.onxrp.com/1676065406681cover2.png,,,,30,0,0,0,155.005,398
6011,rUGwvh8XrxjApzEFUUPfFEAqManNuDaU5Y,1,Phoenix Eggs,"Stunning procedurally generative 3d eggs with a limited supply of 589 NFTs. Created from several materials, patterns, and bases with each individual egg having its own identity. Each Phoenix Egg represents access to a small DAO we aim to create on the XRPL, uniting ideas and execution within the organization.",https://nftimg.onxrp.com/1678696361594278.jpg,https://nftimg.onxrp.com/1678696630616egg_lair_02.jpg,http://discord.gg/clubxrpl,https://twitter.com/PhoenixEggs,,88,0,0,154,155,588
27511,rpMY1CAzposhgyR6whB5JEVCiKAaWjyXcq,27511,Hypnotised,"Abstract, digital, illusional.",https://nftimg.onxrp.com/1671130666128htfzxiah_400x400.jpg,https://nftimg.onxrp.com/1669326529484onxrp_cover_hypnotised.png,,https://twitter.com/cercelariuv,,58900,0,0,0,153,20
22848,rLxzSYj6d6jBFDPN1TmRZgSf1prET8SmeW,10193,J. Dirt,"J. Dirt is your average guy seeking fame and fortune. Each NFT is unique, capturing J. Dirt on his adventures in the wild world trying to fill his bags with the gem we all love XRP.  Join  Dirt on his adventures on the XRPL. ",https://nftimg.onxrp.com/1669008722686img_0181.png,https://nftimg.onxrp.com/1669008631443_-soft-brown-brown-minimalist-elegant-simple-fashion-collection-promotion-banner-%282%29.png,https://discord.gg/Znz2zz7Tyg,https://twitter.com/ChrisDi51750036,,150,0,0,0,150,2
10193,rLxzSYj6d6jBFDPN1TmRZgSf1prET8SmeW,166,J. Dirt,"J. Dirt is your average guy seeking fame and fortune. Each NFT is unique, capturing J. Dirt on his adventures in the wild world trying to fill his bags with the gem we all love XRP.  Join  Dirt on his adventures on the XRPL. ",https://bafybeicpzbzxh2x6xsap6bvljpopvncklgwy4nqlxz2qjj6avhjec4fwgq.ipfs.w3s.link/1667880300175.png,https://nftimg.onxrp.com/1669007804089_-soft-brown-brown-minimalist-elegant-simple-fashion-collection-promotion-banner-%282%29.png,https://discord.gg/K4pDhxK8sh,,,0,0,0,0,150,4
7926,rM9ehL7VGVNUBXtMaS9ShN4QsQgsJeMkBx,7923,"Something for Everyone - Temples, Towers, Ancient Creatures, Dragons, Castles, Nature, Waterfalls, Sunsets, Views, Caves, Islands, Gods, Cities,Warriors, Cyber Females, Artificial Intelligence Generated ART and more NFTS"," Temples, Towers, Ancient Creatures, Dragons, Castles, Nature, Waterfalls, Sunsets, Views, Caves, Islands, Gods, Cities, Cyber Warriors, Cyber Females, Anime Charecters, Artificial Intelligence Generated ART and more NFTS.",https://nftimg.onxrp.com/1667748302574313855263_355526510111944_5025862932322280957_n.png,https://nftimg.onxrp.com/1667748269716313109419_1084124642291745_164240905637190339_n.png,,,,25,0,0,0,150,9
75484368,rLWEWifBM9Le8EFyP77zAiqG18jBqYFAuQ,75484368,xUndead Army Batch 1,"In a cyberpunk city, the undead virus spread rapidly. The neon lights illuminated the streets, now filled with the undead. Survivors holed up in their homes, living in fear of being infected. One day, a group of hackers decided to fight back. They programmed the city's drones and robots to fight the zombies. However in the end, the city was left in ruins and the survivors learned that technology was no match for the undead.",https://nftimg.onxrp.com/1680276964532xrpthestandard2025_zombie_with_hiphop_street_drip_realistic_syn_849c5e36-d85e-49af-8528-ba74606c0949-standard-scale-0_50x-gigapixel.png,https://nftimg.onxrp.com/1680278006327xrpthestandard2025_a_detailed_cyberpunk_city_at_night_raining_4_38371f9e-b3bb-4fd8-8492-fe50d84877a8-standard-scale-1_45x-gigapixel.png,https://discord.gg/qvKdAU7E,http://twitter.com/ai_nfts_solo,,75,0,0,0,150,40
54397,rfubw9X83BGaVHBLthzcnqUKyPxzZA8dSe,463,XRPLPENGUIN GENESIS,"The genesis of our unique Penguins on the XRPL. PGN is a NFT brand on the XRPL. These are first generation XRPLPENGUIN.

Find out more at the project website: https://www.xrplpenguin.com/",https://nftimg.onxrp.com/1671533551565pgn_bottom_image.gif,https://nftimg.onxrp.com/1671533555407pgn_250_unique.png,,https://twitter.com/XRPLPENGUIN,,25,0,0,0,150,250
56035,ra8HfDKu2cSLqHLX8RfyitT8JhTbpStxyZ,1,Xmas Fellas,400 jolly Fellas created out of Christmas spirit. Their gift to you is a WhiteList spot for xFellas. Unlock access in Discord.,https://nftimg.onxrp.com/1671822048736xmas-fellas-gif.gif,https://nftimg.onxrp.com/1672297631209out-now.png,https://discord.com/invite/q63QVDahRU,https://twitter.com/Fellasxrp,,0,0,0,0,150,400
122261416,rLfgoMintj3KBcs4s2XKtquvDwEte2kYfJ,1760,Let's Effing Go!,Season 1,ipfs://bafybeifo4pzwyybn7yq4ok42ldjvuvnrf2xjmgnow3deg7ymr7zzfsqsyu/661.png,,,,,150,0,0,0,150,702
115745792,rXKBn3JML6zfYjiGf1ZbmEJeQeJciZzC9,39233,xrpamigos,"From a group of holders of the best NFT collection Nakamigos, We bring you the xrpamigos

Holders get paid in XRP & Nakamigos NFTS and also future NFT projects",https://nftimg.onxrp.com/1684493923104img_2465.jpeg,https://nftimg.onxrp.com/1684493930751img_2464.jpeg,,https://twitter.com/xrpamigos,,25,0,0,0,147,491
20222,rBVJzbbw6dAvzzeYcVsaYnutzVYyKVoNXv,715,Yulf,This is the tale of the yonian yulf!,https://nftimg.onxrp.com/1672056178311untitled-design---2022-12-26t130253.203.png,https://nftimg.onxrp.com/1672056297976banner_yulf.png,https://discord.gg/SXafZyDj39,https://twitter.com/Yonix_NFT,,35,0,0,0,143,500
57079,rLiE8NJdgQFjWD1M565kPMYGN73unR8fTT,57079,Multivers X,"The  symbol that travels  across the world, from fantasy, sci fi to real life.
A series of unique NFT's made on Engine Unreal 5,Ai Generated scenes.
",https://nftimg.onxrp.com/1673372330814fad8437b-42f1-4c03-b7ed-ae9856f2905b.png,https://nftimg.onxrp.com/1676569605965mar3.png,,https://twitter.com/sad_walli,,30,0,0,0,139,136
14472,rM1sHsoQmCqcrih2ZQ4LBFv1npnU5NhHsj,192,Wildstag World cup Qatar 2022,WildStag Treehouse,https://bafybeihsyv5iod2d5jgbjup62erxas6nui2gjg2czede5yigoaxkgr5tdm.ipfs.w3s.link/1668110465955.png,,,,,11,0,0,0,139,347
160488181,rhTZ6nmbw63KUDqhLunpbhzk9N6L9de1B9,160488181,Cypher Punks,Default collection of undefined,ipfs://bafybeiddq5e6uqqlgg2myrbfnofyxcoo6jpzjqivd3gbmed2lo57pzwjkq,,,,,65,0,0,0,138,6
29427,rapSBeP6oeB5oHxRxsPQQrVQs2yDHrA29c,29427,Lets Walk,Walking Over The World,https://nftimg.onxrp.com/166957176669455c50eee-6ad1-4d66-b162-662456650c86.gif,https://nftimg.onxrp.com/1669571735166banner-bears.jpg,,,,10,0,0,0,134,11
87159559,rJMBXARKGNGTP5428VdksLLEbPYP5dxn9d,23598,The Patriot,"NFTxTrailblazer Proudly present The Patriot Collection
800 stunning images of our best President ever

The Collection is currently being minted on xMarts Spinner for 10 XRP Each",https://nftimg.onxrp.com/1681632648614trump-cover.png,https://nftimg.onxrp.com/1681632605210cover.png,,https://twitter.com/NFTxTrailblazer,,25,0,0,0,130,800
96406490,rMi6j5bcSiX8vasM5VE8TdNE4kHzoKHBBC,96406490,Summer Girl,"Summer Girl

A collection of 100 beautiful girls in Summer Season!",https://nftimg.onxrp.com/1682520850837funnygif_photo_of_summer_bikini_anime_girl_from_back_at_beach.__d6df3b67-ee8e-42a2-9f0a-87c159ed9ab7.png,https://nftimg.onxrp.com/1682520859320funnygif_photo_of_summer_bikini_anime_girl_from_back_at_beach.__d6df3b67-ee8e-42a2-9f0a-87c159ed9ab7.png,, ,,12,0,0,0,126.1,100
29414,rapSBeP6oeB5oHxRxsPQQrVQs2yDHrA29c,29414,rapSBeP6oeB5oHxRxsPQQrVQs2yDHrA29c,"Nft of all categories, All of them have been edited with multiple apps and made more colorful",https://nftimg.onxrp.com/1670013462285schermafbeelding-2022-12-02-213721.jpg,https://nftimg.onxrp.com/1670013211166bannur-fuck.jpg,,,,0,0,0,0,126,8
486,r9cbDJsSCmbX43WWNoRKAdtgfbCBhWNueG,486,Zen Peacock,Collection 486 of amourification,https://nftimg.onxrp.com/1667319392675dall%C2%B7e-2022-07-26-00.27.45.png,https://nftimg.onxrp.com/1667319398420dall%C2%B7e-2022-07-26-00.27.45.png,,,,0,0,0,0,120,4
8577648,rApUDKcdKAjDyZzzmNtkds13Rzv7eKHN4,8577648,psychedelic,"Psychedelic collection, 1024 X 1024, A.I, you will own the full intellectual property and monitization rights, all NFT`s in this collection only be minted once.",https://nftimg.onxrp.com/1673026908076a_gnome_sitting_under_a_red_white_mushroom__moebius__art_style__detail__vibrant_color__neon_light__negative_space__perspective__fantasy__sci_fi__futuristic.png,https://nftimg.onxrp.com/1673027280816landscape_with_mushrooms__psychedelic__sky__clouds__concept_art_by_moebius-(2).png,https://discord.com/invite/yM6pRW8YNp,https://twitter.com/ChorusXapp,https://www.instagram.com/chorusxapp/,40,0,0,0,120,4
158620350,rTPmYf5VQLpdABiAW8QZ8qEUpcENZkjx3,50,Amazing AI,An XRPL Blue Chip when it comes to AI generated art collections. Amazing AI is a collection of 50 carefully selected art pieces created by AI and made into NFTs on the XRPL.,https://nftimg.onxrp.com/1688612489393a-random-thought.png,https://nftimg.onxrp.com/1688612504783banner.png,,https://twitter.com/Amazing_AI_XRPL,,20,0,0,0,120,50
54044,rw5F3RTmqAnwQnHSoQekTWzyKSbFvNtdfd,54044,Bears XRPL,"A collection of 10,000 Bears 🐾 Creating a fun and interactive experience by bringing out our inner child in this bear market.",https://nftimg.onxrp.com/1673183627321giff.png,https://nftimg.onxrp.com/1686385012249eabac089-7c14-4f08-af3a-0e1d36642803.jpeg,https://discord.gg/xzvPHSc88m,https://twitter.com/samuraibearsxrp,,7,0,0,0,118,186
49811369,r4yTx5tuWAxLKQF6rB5B1GkHYgzzD8AWAZ,49811369,MORTAL KOMBAT   ,"MORTAL KOMBAT

A total of 77 playable fighters have been featured in the series, in addition to unplayable bosses and guest characters. Much of the franchise's mainstays were introduced during the first three games. Nearly all of the characters have been killed at a point in the story, but have rarely stayed dead.",https://nftimg.onxrp.com/1677185274735images-(1)erhaj.jpg,https://nftimg.onxrp.com/1677185263902mortrtgfc.gif,,,,0,0,0,0,116,10
